Ray 1, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment

Ray 42, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -1.088945236E+02 	  3.959847641E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -1.088945236E+02 	  3.959847641E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -1.088945236E+02 	  3.959847641E+01 	 -4.048750610E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -2.801496387E-01 	 -4.372959435E-01 	 -8.545691371E-01 	   4.048750610E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.540828705E+01 	  2.336273346E+02 	 -2.853068237E+02 	   4.788144827E-01 	  7.473992705E-01 	  4.605768621E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.596053734E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   1.600771179E+02 	  4.594462891E+02 	 -1.461482849E+02 	   4.788144827E-01 	  7.473992705E-01 	  4.605768621E-01 	  -4.346316755E-01 	 -5.400127769E-01 	 -7.207506895E-01 	   3.021396527E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   2.653952789E+01 	  3.531623535E+02 	 -4.979857178E+02 	  -3.414869010E-01 	 -2.717928886E-01 	 -8.997306824E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   3.910474934E+02	  -6.008800983E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   2.289450169E+00 	  3.338614502E+02 	 -5.618784790E+02 	  -3.414869010E-01 	 -2.717928886E-01 	 -8.997306824E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.101321058E+01	  -3.786100149E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -2.003093338E+01 	  3.160964355E+02 	 -6.206870117E+02 	  -3.414869010E-01 	 -2.717928886E-01 	 -8.997306824E-01 	                 -                 	-                 	- 	   6.536236522E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 43, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -9.899503326E+01 	  4.949797058E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -9.899503326E+01 	  4.949797058E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -9.899503326E+01 	  4.949797058E+01 	 -4.128910522E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -2.592919469E-01 	 -4.192831218E-01 	 -8.700398803E-01 	   4.128910522E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.470215797E+01 	  2.333498535E+02 	 -2.833811646E+02 	   4.511886537E-01 	  7.295860648E-01 	  5.139387250E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.519947959E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   1.479220123E+02 	  4.487705078E+02 	 -1.316334534E+02 	   4.511886537E-01 	  7.295860648E-01 	  5.139387250E-01 	  -4.027453065E-01 	 -5.150780678E-01 	 -7.566311955E-01 	   2.952642134E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   2.460614967E+01 	  3.515289001E+02 	 -4.955785828E+02 	  -3.111034930E-01 	 -2.453228235E-01 	 -9.181673527E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   3.963821255E+02	  -2.933665037E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   2.148418188E+00 	  3.338197021E+02 	 -5.618586426E+02 	  -3.111034930E-01 	 -2.453228235E-01 	 -9.181673527E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.218733771E+01	  -3.844070673E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -1.818603516E+01 	  3.177848511E+02 	 -6.218721924E+02 	  -3.111034930E-01 	 -2.453228235E-01 	 -9.181673527E-01 	                 -                 	-                 	- 	   6.536231791E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 44, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -8.909553528E+01 	  5.939746475E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -8.909553528E+01 	  5.939746475E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -8.909553528E+01 	  5.939746475E+01 	 -4.203169861E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -2.374148667E-01 	 -4.001841843E-01 	 -8.851478696E-01 	   4.203169861E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.392941475E+01 	  2.330553131E+02 	 -2.813372498E+02 	   4.202945530E-01 	  7.084444165E-01 	  5.669735670E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.451255918E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   1.351257782E+02 	  4.373427124E+02 	 -1.178444595E+02 	   4.202945530E-01 	  7.084444165E-01 	  5.669735670E-01 	  -3.690076768E-01 	 -4.880022407E-01 	 -7.910038829E-01 	   2.883605252E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   2.261032486E+01 	  3.498066406E+02 	 -4.930919189E+02 	  -2.802979946E-01 	 -2.180695087E-01 	 -9.348148108E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   4.014136855E+02	  -4.121786594E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   1.998100162E+00 	  3.337704773E+02 	 -5.618352051E+02 	  -2.802979946E-01 	 -2.180695087E-01 	 -9.348148108E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.353680527E+01	  -3.309052467E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -1.632283211E+01 	  3.195169678E+02 	 -6.229369507E+02 	  -2.802979946E-01 	 -2.180695087E-01 	 -9.348148108E-01 	                 -                 	-                 	- 	   6.536239293E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 45, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -7.919603729E+01 	  6.929695892E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -7.919603729E+01 	  6.929695892E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -7.919603729E+01 	  6.929695892E+01 	 -4.271528625E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -2.145225555E-01 	 -3.799814880E-01 	 -8.997744918E-01 	   4.271528625E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.307768917E+01 	  2.327404175E+02 	 -2.791520386E+02 	   3.860438466E-01 	  6.837953329E-01 	  6.191882491E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.390239499E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   1.217265549E+02 	  4.251889954E+02 	 -1.048865967E+02 	   3.860438466E-01 	  6.837953329E-01 	  6.191882491E-01 	  -3.334740996E-01 	 -4.587887526E-01 	 -8.235945106E-01 	   2.814417797E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   2.054304886E+01 	  3.479844971E+02 	 -4.905143738E+02 	  -2.491664886E-01 	 -1.901176870E-01 	 -9.496164322E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   4.060879448E+02	  -1.917486429E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   1.836798787E+00 	  3.337113342E+02 	 -5.618071289E+02 	  -2.491664886E-01 	 -1.901176870E-01 	 -9.496164322E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.507532153E+01	  -4.059076309E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -1.444930649E+01 	  3.212848206E+02 	 -6.238762817E+02 	  -2.491664886E-01 	 -1.901176870E-01 	 -9.496164322E-01 	                 -                 	-                 	- 	   6.536233778E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 46, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -6.929654694E+01 	  7.919645691E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -6.929654694E+01 	  7.919645691E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -6.929654694E+01 	  7.919645691E+01 	 -4.333986816E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -1.906315237E-01 	 -3.586681485E-01 	 -9.137925506E-01 	   4.333986816E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.213140392E+01 	  2.324009857E+02 	 -2.767965393E+02 	   3.483953178E-01 	  6.554965973E-01 	  6.700335741E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.337228483E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   1.077711105E+02 	  4.123445740E+02 	 -9.286233521E+01 	   3.483953178E-01 	  6.554965973E-01 	  6.700335741E-01 	  -2.962251604E-01 	 -4.274651706E-01 	 -8.541218638E-01 	   2.745149174E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   1.839451027E+01 	  3.460501099E+02 	 -4.878335266E+02 	  -2.178069055E-01 	 -1.615567356E-01 	 -9.625276923E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   4.103478703E+02	  -1.994770288E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   1.663008809E+00 	  3.336396179E+02 	 -5.617730103E+02 	  -2.178069055E-01 	 -1.615567356E-01 	 -9.625276923E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.681803625E+01	  -3.993200779E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -1.257336044E+01 	  3.230798950E+02 	 -6.246860962E+02 	  -2.178069055E-01 	 -1.615567356E-01 	 -9.625276923E-01 	                 -                 	-                 	- 	   6.536236179E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 47, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -5.939704895E+01 	  8.909594727E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -5.939704895E+01 	  8.909594727E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -5.939704895E+01 	  8.909594727E+01 	 -4.390544434E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -1.657722294E-01 	 -3.362500668E-01 	 -9.270682335E-01 	   4.390544434E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   1.107067204E+01 	  2.320316772E+02 	 -2.742337341E+02 	   3.073643446E-01 	  6.234534979E-01 	  7.189109325E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.292644517E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   9.331448364E+01 	  3.988538818E+02 	 -8.186926270E+01 	   3.073643446E-01 	  6.234534979E-01 	  7.189109325E-01 	  -2.573684454E-01 	 -3.940857351E-01 	 -8.823026419E-01 	   2.675776193E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
   5 	   4 	   5 	   0 	  21 	   0 	 --*- 	----	 --	   1.615376472E+01 	  3.439896545E+02 	 -4.850355225E+02 	  -1.863182783E-01 	 -1.324794441E-01 	 -9.735166430E-01 	   7.688335776E-01 	  3.120211884E-02 	  6.386872530E-01 	   4.141339071E+02	  -1.471168399E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Dichroic ZYZ RF
   6 	   5 	   6 	   0 	  23 	   0 	 --*- 	----	 --	   1.475136518E+00 	  3.335525818E+02 	 -5.617316284E+02 	  -1.863182783E-01 	 -1.324794441E-01 	 -9.735166430E-01 	   0.000000000E+00 	  4.293450117E-01 	  9.031405449E-01 	   7.878253158E+01	  -3.953991652E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 ONFP w/Y TRANS
   7 	   6 	   7 	   0 	   0 	   0 	 *--- 	----	 --	  -1.070306301E+01 	  3.248934021E+02 	 -6.253629761E+02 	  -1.863182783E-01 	 -1.324794441E-01 	 -9.735166430E-01 	                 -                 	-                 	- 	   6.536236181E+01	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Missed

Ray 48, Branch 1 of 1:
Seg# 	 Prnt 	 Levl 	 In 	 Hit 	 Face 	 XRTS 	DGEF 	 BZ	                 X	                Y	                Z	                 L	                M	                N	                Nx	               Ny	               Nz	          Path To	            Phase	               Exr	              Exi	              Eyr	              Eyi	              Ezr	              Ezi 	         Intensity 	 Comment
   0 	   0 	   0 	   0 	   0 	   0 	 ---- 	----	 --	  -4.949755478E+01 	  9.899544525E+01 	  2.500000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	                 -                 	-                 	- 	                -	                -	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 Source 4: 
   1 	   0 	   1 	   0 	  12 	   0 	 --*- 	----	 --	  -4.949755478E+01 	  9.899544525E+01 	  0.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	   0.000000000E+00 	  0.000000000E+00 	  1.000000000E+00 	   2.500000000E+00	  -1.570796371E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 AoI test surface
   2 	   1 	   2 	   0 	  13 	   0 	 -*-- 	----	 --	  -4.949755478E+01 	  9.899544525E+01 	 -4.441201477E+02 	   0.000000000E+00 	  0.000000000E+00 	 -1.000000000E+00 	  -1.399905086E-01 	 -3.127475977E-01 	 -9.394634366E-01 	   4.441201477E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M1_1K_01um.step
   3 	   2 	   3 	   0 	  16 	   0 	 --*- 	----	 --	   9.869680405E+00 	  2.316255798E+02 	 -2.714156189E+02 	   2.630319297E-01 	  5.876299143E-01 	  7.651832104E-01 	   0.000000000E+00 	  9.897762537E-01 	  1.426289380E-01 	   2.257035123E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 CS Aperture
   4 	   3 	   4 	   0 	  14 	   0 	 -*-- 	----	 --	   7.841952515E+01 	  3.847702637E+02 	 -7.199803925E+01 	   2.630319297E-01 	  5.876299143E-01 	  7.651832104E-01 	  -2.170397490E-01 	 -3.587338030E-01 	 -9.078567028E-01 	   2.606141717E+02	   0.000000000E+00	   0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	  0.000000000E+00 	   1.000000000E+00 	 M2_1K_01um.step
